Contest	Selection	CountItemType	Count
North Carolina;General Assembly House of Representatives District 40	David Ulmer	provisional	14
North Carolina;General Assembly House of Representatives District 40	David Ulmer	total	1767
North Carolina;General Assembly House of Representatives District 40	Joe John	absentee-mail	1390
North Carolina;General Assembly House of Representatives District 40	Joe John	early	12988
North Carolina;General Assembly House of Representatives District 40	Joe John	election-day	9733
North Carolina;General Assembly House of Representatives District 40	Joe John	provisional	82
North Carolina;General Assembly House of Representatives District 40	Joe John	total	24193
North Carolina;General Assembly House of Representatives District 40	Marilyn Avila	absentee-mail	818
North Carolina;General Assembly House of Representatives District 40	Marilyn Avila	early	8354
North Carolina;General Assembly House of Representatives District 40	Marilyn Avila	election-day	11988
North Carolina;General Assembly House of Representatives District 40	Marilyn Avila	provisional	96
North Carolina;General Assembly House of Representatives District 40	Marilyn Avila	total	21256
North Carolina;General Assembly House of Representatives District 41	Emmanuel Wilder	absentee-mail	475
North Carolina;General Assembly House of Representatives District 41	Emmanuel Wilder	early	4958
North Carolina;General Assembly House of Representatives District 41	Emmanuel Wilder	election-day	7727
North Carolina;General Assembly House of Representatives District 41	Emmanuel Wilder	provisional	102
North Carolina;General Assembly House of Representatives District 41	Emmanuel Wilder	total	13262
North Carolina;General Assembly House of Representatives District 41	Gale Adcock	absentee-mail	1315
North Carolina;General Assembly House of Representatives District 41	Gale Adcock	early	13290
North Carolina;General Assembly House of Representatives District 41	Gale Adcock	election-day	11872
North Carolina;General Assembly House of Representatives District 41	Gale Adcock	provisional	154
North Carolina;General Assembly House of Representatives District 41	Gale Adcock	total	26631
North Carolina;General Assembly House of Representatives District 42	Ed Williams	absentee-mail	98
North Carolina;General Assembly House of Representatives District 42	Ed Williams	early	1561
North Carolina;General Assembly House of Representatives District 42	Ed Williams	election-day	2005
North Carolina;General Assembly House of Representatives District 42	Ed Williams	provisional	20
North Carolina;General Assembly House of Representatives District 42	Ed Williams	total	3684
North Carolina;General Assembly House of Representatives District 42	Mark A. Crowe	absentee-mail	13
North Carolina;General Assembly House of Representatives District 42	Mark A. Crowe	early	153
North Carolina;General Assembly House of Representatives District 42	Mark A. Crowe	election-day	273
North Carolina;General Assembly House of Representatives District 42	Mark A. Crowe	provisional	3
North Carolina;General Assembly House of Representatives District 42	Mark A. Crowe	total	442
North Carolina;General Assembly House of Representatives District 42	Marvin W. Lucas	absentee-mail	333
North Carolina;General Assembly House of Representatives District 42	Marvin W. Lucas	early	7327
North Carolina;General Assembly House of Representatives District 42	Marvin W. Lucas	election-day	5366
North Carolina;General Assembly House of Representatives District 42	Marvin W. Lucas	provisional	74
North Carolina;General Assembly House of Representatives District 42	Marvin W. Lucas	total	13100
North Carolina;General Assembly House of Representatives District 43	Elmer Floyd	absentee-mail	348
North Carolina;General Assembly House of Representatives District 43	Elmer Floyd	early	9269
North Carolina;General Assembly House of Representatives District 43	Elmer Floyd	election-day	6497
North Carolina;General Assembly House of Representatives District 43	Elmer Floyd	provisional	61
North Carolina;General Assembly House of Representatives District 43	Elmer Floyd	total	16175
North Carolina;General Assembly House of Representatives District 43	John Czajkowski	absentee-mail	142
North Carolina;General Assembly House of Representatives District 43	John Czajkowski	early	2864
North Carolina;General Assembly House of Representatives District 43	John Czajkowski	election-day	2629
North Carolina;General Assembly House of Representatives District 43	John Czajkowski	provisional	11
North Carolina;General Assembly House of Representatives District 43	John Czajkowski	total	5646
North Carolina;General Assembly House of Representatives District 44	Billy Richardson	absentee-mail	404
North Carolina;General Assembly House of Representatives District 44	Billy Richardson	early	6389
North Carolina;General Assembly House of Representatives District 44	Billy Richardson	election-day	6593
North Carolina;General Assembly House of Representatives District 44	Billy Richardson	provisional	62
North Carolina;General Assembly House of Representatives District 44	Billy Richardson	total	13448
North Carolina;General Assembly House of Representatives District 44	Linda Devore	absentee-mail	192
North Carolina;General Assembly House of Representatives District 44	Linda Devore	early	3851
North Carolina;General Assembly House of Representatives District 44	Linda Devore	election-day	6245
North Carolina;General Assembly House of Representatives District 44	Linda Devore	provisional	40
North Carolina;General Assembly House of Representatives District 44	Linda Devore	total	10328
North Carolina;General Assembly House of Representatives District 45	Albeiro (Al) Florez	absentee-mail	374
North Carolina;General Assembly House of Representatives District 45	Albeiro (Al) Florez	early	7016
North Carolina;General Assembly House of Representatives District 45	Albeiro (Al) Florez	election-day	4908
