	Name	ReportingUnitType
662	North Carolina;Burke County;0040	precinct
663	North Carolina;Burke County;0029-A	precinct
664	North Carolina;Burke County;0065	precinct
665	North Carolina;Burke County;0036	precinct
666	North Carolina;Burke County;0024	precinct
667	North Carolina;Burke County;0001	precinct
668	North Carolina;Burke County;0052	precinct
669	North Carolina;Burke County;0066	precinct
670	North Carolina;Burke County;0051	precinct
671	North Carolina;Burke County;0062	precinct
672	North Carolina;Burke County;0012	precinct
673	North Carolina;Burke County;0047-B	precinct
674	North Carolina;Burke County;ABSENTEE	absentee
675	North Carolina;Burke County;0039	precinct
676	North Carolina;Burke County;0021	precinct
677	North Carolina;Burke County;0035	precinct
678	North Carolina;Burke County;0029-B	precinct
679	North Carolina;Burke County;0011	precinct
680	North Carolina;Burke County;0014	precinct
681	North Carolina;Burke County;0070	precinct
682	North Carolina;Burke County;0003	precinct
683	North Carolina;Burke County;0064	precinct
684	North Carolina;Burke County;0053	precinct
685	North Carolina;Burke County;0031	precinct
686	North Carolina;Anson County;POLK	precinct
687	North Carolina;Anson County;ONE STOP	vote-center
688	North Carolina;Anson County;W1	precinct
689	North Carolina;Anson County;GULL	precinct
690	North Carolina;Anson County;ANS	precinct
691	North Carolina;Anson County;PEAC	precinct
692	North Carolina;Anson County;BURN	precinct
693	North Carolina;Anson County;PROVISIONAL	provisional
694	North Carolina;Anson County;MM	precinct
695	North Carolina;Anson County;WS	precinct
696	North Carolina;Anson County;ABSENTEE	absentee
697	North Carolina;Anson County;W3	precinct
698	North Carolina;Anson County;LILE	precinct
699	North Carolina;Anson County;W2	precinct
700	North Carolina;Alleghany County;01	precinct
701	North Carolina;Alleghany County;06A	precinct
702	North Carolina;Alleghany County;ABSENTEE	absentee
703	North Carolina;Alleghany County;CURBSIDE	curbside
704	North Carolina;Alleghany County;03A	precinct
705	North Carolina;Alleghany County;04	precinct
706	North Carolina;Alleghany County;PROVISIONAL	provisional
707	North Carolina;Carteret County;CCCP	precinct
708	North Carolina;Carteret County;ABCH	precinct
709	North Carolina;Carteret County;WIHA	precinct
710	North Carolina;Carteret County;TRANSFER	transfer
711	North Carolina;Carteret County;BCRK	precinct
712	North Carolina;Carteret County;MHD3	precinct
713	North Carolina;Carteret County;MHD4	precinct
714	North Carolina;Carteret County;NPT1	precinct
715	North Carolina;Carteret County;OTBE	precinct
716	North Carolina;Carteret County;OS-EAS	precinct
717	North Carolina;Carteret County;NRIV	precinct
718	North Carolina;Carteret County;OS-MHD	precinct
719	North Carolina;Carteret County;BFT1	precinct
720	North Carolina;Carteret County;MCRK	precinct
721	North Carolina;Carteret County;OS-BOE	board-of-elections
722	North Carolina;Carteret County;DASW	precinct
723	North Carolina;Carteret County;OS-CEN	precinct
724	North Carolina;Carteret County;PELE	precinct
725	North Carolina;Carteret County;HAIS	precinct
726	North Carolina;Carteret County;MERR	precinct
727	North Carolina;Carteret County;BOGU	precinct
728	North Carolina;Carteret County;PROVISIONAL	provisional
729	North Carolina;Carteret County;OS-WES	precinct
730	North Carolina;Carteret County;STEL	precinct
731	North Carolina;Carteret County;MHD1	precinct
732	North Carolina;Carteret County;MHD2	precinct
733	North Carolina;Carteret County;WILD	precinct
734	North Carolina;Carteret County;EMIS	precinct
735	North Carolina;Carteret County;CISL	precinct
736	North Carolina;Carteret County;IBSP	precinct
737	North Carolina;Carteret County;PKNL	precinct
738	North Carolina;Carteret County;ABSENTEE	absentee
739	North Carolina;Carteret County;ATSL	precinct
740	North Carolina;Carteret County;MASM	precinct
741	North Carolina;Carteret County;NPT2	precinct
742	North Carolina;Carteret County;BFT2	precinct
743	North Carolina;Camden County;SM	precinct
744	North Carolina;Camden County;SH	precinct
745	North Carolina;Camden County;ABSENTEE	absentee
746	North Carolina;Camden County;TRANSFER	transfer
747	North Carolina;Caswell County;PELH	precinct
748	North Carolina;Caswell County;LOCU	precinct
749	North Carolina;Caswell County;ABSENTEE	absentee
750	North Carolina;Caswell County;STON	precinct
751	North Carolina;Caswell County;MILT	precinct
752	North Carolina;Caswell County;PH	precinct
753	North Carolina;Caswell County;YANC	precinct
754	North Carolina;Caswell County;CURBSIDE	curbside
755	North Carolina;Caswell County;LEAS	precinct
756	North Carolina;Caswell County;PROVI	provisional
757	North Carolina;Caswell County;PROVISIONAL	provisional
758	North Carolina;Caswell County;ANDE	precinct
759	North Carolina;Catawba County;21	precinct
760	North Carolina;Catawba County;13	precinct
761	North Carolina;Catawba County;10	precinct
762	North Carolina;Catawba County;37	precinct
763	North Carolina;Catawba County;ABSENTEE	absentee
764	North Carolina;Catawba County;14	precinct
765	North Carolina;Catawba County;16	precinct
766	North Carolina;Catawba County;19	precinct
767	North Carolina;Catawba County;02	precinct
768	North Carolina;Catawba County;32	precinct
769	North Carolina;Catawba County;34	precinct
770	North Carolina;Catawba County;35	precinct
771	North Carolina;Catawba County;05	precinct
772	North Carolina;Catawba County;22	precinct
773	North Carolina;Catawba County;08	precinct
774	North Carolina;Catawba County;11	precinct
775	North Carolina;Catawba County;29	precinct
776	North Carolina;Catawba County;38	precinct
777	North Carolina;Catawba County;39	precinct
778	North Carolina;Catawba County;04	precinct
779	North Carolina;Catawba County;07	precinct
780	North Carolina;Catawba County;25	precinct
781	North Carolina;Catawba County;27	precinct
782	North Carolina;Catawba County;28	precinct
783	North Carolina;Catawba County;41	precinct
784	North Carolina;Catawba County;01	precinct
785	North Carolina;Catawba County;20	precinct
786	North Carolina;Catawba County;CURBSIDE	curbside
787	North Carolina;Catawba County;36	precinct
788	North Carolina;Catawba County;17	precinct
789	North Carolina;Catawba County;PROVISIONAL	provisional
790	North Carolina;Catawba County;12	precinct
791	North Carolina;Catawba County;15	precinct
792	North Carolina;Catawba County;23	precinct
793	North Carolina;Catawba County;24	precinct
794	North Carolina;Catawba County;03	precinct
795	North Carolina;Catawba County;06	precinct
796	North Carolina;Catawba County;09	precinct
797	North Carolina;Catawba County;26	precinct
798	North Carolina;Catawba County;30	precinct
799	North Carolina;Catawba County;31	precinct
800	North Carolina;Catawba County;40	precinct
801	North Carolina;Catawba County;33	precinct
802	North Carolina;Chatham County;20	precinct
803	North Carolina;Chatham County;PIT113	precinct
804	North Carolina;Chatham County;85	precinct
805	North Carolina;Chatham County;NWM117	precinct
806	North Carolina;Chatham County;6	precinct
807	North Carolina;Chatham County;9	precinct
808	North Carolina;Chatham County;15	precinct
809	North Carolina;Chatham County;PROVISIONAL	provisional
810	North Carolina;Chatham County;45	precinct
811	North Carolina;Chatham County;24	precinct
812	North Carolina;Chatham County;ESC114	precinct
813	North Carolina;Chatham County;78	precinct
814	North Carolina;Chatham County;30	precinct
815	North Carolina;Chatham County;18	precinct
816	North Carolina;Chatham County;ONE STOP	vote-center
817	North Carolina;Chatham County;21	precinct
818	North Carolina;Chatham County;3	precinct
819	North Carolina;Chatham County;75	precinct
820	North Carolina;Chatham County;ABSENTEE	absentee
821	North Carolina;Chatham County;42	precinct
822	North Carolina;Chatham County;MCH110	precinct
823	North Carolina;Cherokee County;HIWA	precinct
824	North Carolina;Cherokee County;BRAS	precinct
825	North Carolina;Cherokee County;CSON	precinct
826	North Carolina;Cherokee County;MURS	precinct
827	North Carolina;Cherokee County;UNKA	precinct
828	North Carolina;Cherokee County;HOTH	precinct
829	North Carolina;Cherokee County;RGER	precinct
830	North Carolina;Cherokee County;GCRK	precinct
831	North Carolina;Cherokee County;HANG	precinct
832	North Carolina;Cherokee County;TOPT	precinct
833	North Carolina;Cherokee County;ANSW	precinct
834	North Carolina;Cherokee County;MARB	precinct
835	North Carolina;Cherokee County;BELL	precinct
836	North Carolina;Cherokee County;ANNW	precinct
837	North Carolina;Cherokee County;MURN	precinct
838	North Carolina;Cherokee County;PCHT	precinct
839	North Carolina;Columbus County;OS TABOR CITY	vote-center
840	North Carolina;Columbus County;P01A	precinct
841	North Carolina;Columbus County;P05	precinct
842	North Carolina;Columbus County;P18	precinct
843	North Carolina;Columbus County;P19	precinct
844	North Carolina;Columbus County;OS EAST COLUMBUS	vote-center
845	North Carolina;Columbus County;P07	precinct
846	North Carolina;Columbus County;P25B	precinct
847	North Carolina;Columbus County;P20A	precinct
848	North Carolina;Columbus County;P13	precinct
849	North Carolina;Columbus County;P12	precinct
850	North Carolina;Columbus County;P24	precinct
851	North Carolina;Columbus County;P26B	precinct
852	North Carolina;Columbus County;P04	precinct
853	North Carolina;Columbus County;P14	precinct
854	North Carolina;Columbus County;P15	precinct
855	North Carolina;Columbus County;P21	precinct
856	North Carolina;Columbus County;P23	precinct
857	North Carolina;Columbus County;P03	precinct
858	North Carolina;Columbus County;P06	precinct
859	North Carolina;Columbus County;OS LOBBY	vote-center
860	North Carolina;Columbus County;P16B	precinct
861	North Carolina;Columbus County;P22A	precinct
862	North Carolina;Columbus County;OS BOLTON	vote-center
863	North Carolina;Columbus County;P09	precinct
864	North Carolina;Columbus County;PROVISIONAL	provisional
865	North Carolina;Columbus County;P02B	precinct
866	North Carolina;Columbus County;ABSENTEE	absentee
867	North Carolina;Columbus County;P10	precinct
868	North Carolina;Columbus County;P11	precinct
869	North Carolina;Columbus County;OS FAIR BLUFF	vote-center
870	North Carolina;Columbus County;P08	precinct
871	North Carolina;Columbus County;P17	precinct
872	North Carolina;Columbus County;OS CHADBOURN	vote-center
873	North Carolina;Craven County;N3	precinct
874	North Carolina;Craven County;17	precinct
875	North Carolina;Craven County;12	precinct
876	North Carolina;Craven County;15	precinct
877	North Carolina;Craven County;N4	precinct
878	North Carolina;Craven County;13	precinct
879	North Carolina;Craven County;03	precinct
880	North Carolina;Craven County;06	precinct
881	North Carolina;Craven County;23	precinct
882	North Carolina;Craven County;09	precinct
883	North Carolina;Craven County;10	precinct
884	North Carolina;Craven County;21	precinct
885	North Carolina;Craven County;02	precinct
886	North Carolina;Craven County;11	precinct
887	North Carolina;Craven County;05	precinct
888	North Carolina;Craven County;08	precinct
889	North Carolina;Craven County;N6	precinct
890	North Carolina;Craven County;N5	precinct
891	North Carolina;Craven County;14	precinct
892	North Carolina;Craven County;19	precinct
893	North Carolina;Craven County;20	precinct
894	North Carolina;Craven County;16	precinct
895	North Carolina;Craven County;N1	precinct
896	North Carolina;Craven County;N2	precinct
897	North Carolina;Craven County;07	precinct
898	North Carolina;Craven County;04	precinct
899	North Carolina;Cumberland County;ABSENTEE 31-57	absentee
900	North Carolina;Cumberland County;AH49	precinct
901	North Carolina;Cumberland County;CC12	precinct
902	North Carolina;Cumberland County;ONE STOP 100 G 31-57	vote-center
903	North Carolina;Cumberland County;G2B	precinct
904	North Carolina;Cumberland County;G4C	precinct
905	North Carolina;Cumberland County;G8A	precinct
906	North Carolina;Cumberland County;G9B-1	precinct
907	North Carolina;Cumberland County;AL51	precinct
908	North Carolina;Cumberland County;G2C-2	precinct
909	North Carolina;Cumberland County;ONE STOP 100 L 31-57	vote-center
910	North Carolina;Cumberland County;G2D	precinct
911	North Carolina;Cumberland County;G6C	precinct
912	North Carolina;Cumberland County;G8C	precinct
913	North Carolina;Cumberland County;ONE STOP 100 G 1-30	vote-center
914	North Carolina;Cumberland County;ONE STOP 100 L 1-30	vote-center
915	North Carolina;Cumberland County;CC18	precinct
916	North Carolina;Cumberland County;CL57-2	precinct
917	North Carolina;Cumberland County;G3A-1	precinct
918	North Carolina;Cumberland County;G3A-2	precinct
919	North Carolina;Cumberland County;G4A	precinct
920	North Carolina;Cumberland County;G4B	precinct
921	North Carolina;Cumberland County;G6A	precinct
922	North Carolina;Cumberland County;G8B	precinct
